,total_sqft,bath,price,location,bhk
5407,1256.0,2.0,73.0,Koregaon Park,2
5408,1205.0,2.0,64.47,Koregaon Park,2
5409,1180.0,2.0,70.0,Koregaon Park,2
5410,1035.0,2.0,60.0,Koregaon Park,2
5411,1047.0,2.0,72.0,Koregaon Park,2
5412,753.0,3.0,59.5,Koregaon Park,2
5413,1216.0,2.0,80.0,Koregaon Park,2
5414,1050.0,2.0,60.0,Koregaon Park,2
5415,1200.0,2.0,40.0,Koregaon Park,2
5417,3895.0,3.0,390.0,Koregaon Park,3
5418,1800.0,3.0,125.0,Koregaon Park,3
5419,1200.0,2.0,75.0,Koregaon Park,2
5420,1065.0,2.0,30.75,Koregaon Park,2
5421,1394.0,2.0,85.0,Koregaon Park,2
5423,674.0,1.0,36.85,Koregaon Park,1
5424,675.0,1.0,27.0,Koregaon Park,1
5425,1820.0,3.0,113.0,Koregaon Park,3
5426,1540.0,3.0,150.0,Koregaon Park,3
5427,1050.0,2.0,33.1,Koregaon Park,2
5428,1200.0,3.0,110.0,Koregaon Park,3
5429,1157.0,2.0,75.0,Koregaon Park,3
5430,1140.0,2.0,32.92,Koregaon Park,2
5431,4694.0,5.0,375.0,Koregaon Park,4
5432,1065.0,2.0,45.0,Koregaon Park,2
5433,1100.0,2.0,63.0,Koregaon Park,2
5434,1000.0,2.0,60.0,Koregaon Park,2
5435,8840.0,2.0,300.0,Koregaon Park,2
5436,1050.0,2.0,59.0,Koregaon Park,2
5437,1252.0,2.0,65.0,Koregaon Park,3
5438,1025.0,2.0,39.98,Koregaon Park,2
5439,1625.0,3.0,95.0,Koregaon Park,3
5440,2000.0,3.0,200.0,Koregaon Park,3
5441,605.0,1.0,30.24,Koregaon Park,1
5442,1160.0,2.0,53.0,Koregaon Park,2
5443,1224.0,2.0,75.0,Koregaon Park,2
5444,1175.0,2.0,75.0,Koregaon Park,2
5445,1200.0,2.0,50.0,Koregaon Park,2
5446,845.0,2.0,34.0,Koregaon Park,2
5449,645.0,1.0,16.45,Kothrud,1
5453,1500.0,3.0,95.0,Kothrud,3
5454,1460.0,2.0,90.0,Kothrud,3
5455,650.0,1.0,33.0,Kothrud,1
5456,2225.0,2.0,125.0,Kothrud,3
5459,1265.0,2.0,79.0,Kothrud,3
5462,1512.0,3.0,75.77,Kothrud,3
5464,2106.0,3.0,126.0,Kothrud,3
5465,1398.0,3.0,68.0,Kothrud,3
5467,1050.0,1.0,70.0,Kothrud,1
5468,1313.0,2.0,73.0,Kothrud,2
5469,1170.0,2.0,68.0,Kothrud,2
5470,1124.0,3.0,80.0,Kothrud,2
5471,918.0,2.0,63.2,Kothrud,2
5474,1888.0,4.0,95.0,Kothrud,3
5475,1480.0,2.0,145.0,Kothrud,3
5479,2600.0,3.0,195.0,Kothrud,3
5480,1352.0,2.0,75.0,Kothrud,2
5481,4800.0,8.0,225.0,Kothrud,8
5482,812.0,1.0,26.0,Kothrud,1
5483,3027.0,4.0,260.0,Kothrud,3
5484,1893.0,3.0,130.0,Kothrud,3
5485,655.0,1.0,53.0,Kothrud,1
5486,1220.0,3.0,56.0,Kothrud,3
5487,2370.0,4.0,195.0,Kothrud,3
5488,1530.0,3.0,105.0,Kothrud,3
5489,2400.0,1.0,200.0,Kothrud,1
5492,1525.84,3.0,117.0,Kothrud,3
5494,627.0,1.0,30.0,Kothrud,1
5497,1695.0,3.0,150.0,Kothrud,3
5498,1856.0,3.0,135.0,Kothrud,3
5499,1942.0,3.0,155.0,Kothrud,3
5502,1850.0,3.0,155.0,Kothrud,3
5504,1431.5,3.0,72.02,Kothrud,3
5506,1650.0,3.0,82.0,Kothrud,3
5507,1525.0,2.0,99.13,Kothrud,3
5508,1232.0,2.0,88.0,Kothrud,2
5509,1280.0,2.0,69.0,Kothrud,3
5510,1430.0,2.0,90.0,Kothrud,3
5513,1773.5,2.0,85.125,Kothrud,3
5516,2159.0,3.0,120.0,Kothrud,3
5518,2350.0,3.0,210.0,Kothrud,3
5521,883.0,2.0,49.0,Kothrud,2
5522,1418.0,2.0,105.0,Kothrud,2
5523,1700.0,3.0,110.0,Kothrud,3
5526,1655.0,3.0,108.0,Kothrud,3
5530,2100.0,3.0,204.0,Kothrud,4
5531,1735.0,3.0,105.0,Kothrud,3
5532,1683.0,3.0,115.0,Kothrud,3
5535,1216.0,2.0,66.88,Kothrud,2
5537,1285.0,2.0,78.0,Kothrud,2
5538,1610.0,3.0,85.0,Kothrud,3
5540,1655.0,3.0,110.0,Kothrud,3
5543,2030.0,4.0,125.0,Kothrud,3
5545,1710.0,3.0,85.0,Kothrud,3
5551,1145.0,2.0,60.0,Kothrud,3
5553,2615.0,5.0,222.0,Kothrud,4
5556,567.0,1.0,25.0,Kothrud,1
5557,1200.0,2.0,80.0,Kothrud,2
5558,600.0,1.0,24.0,Kothrud,1
5559,580.0,1.0,45.0,Kothrud,1
5561,1349.0,2.0,98.0,Kothrud,2
5564,869.0,2.0,36.0,Law College Road,2
5565,4000.0,7.0,225.0,Law College Road,7
5566,2600.0,8.0,180.0,Law College Road,8
5567,3122.0,6.0,230.0,Law College Road,4
5568,1419.0,2.0,48.1,Law College Road,2
5569,1867.0,3.0,160.0,Law College Road,3
5570,1720.0,3.0,100.0,Law College Road,3
5571,1823.0,3.0,100.0,Law College Road,3
5572,1349.0,2.0,98.0,Law College Road,2
5573,1025.0,2.0,44.5,Law College Road,2
5574,1255.0,2.0,77.68,Law College Road,3
5576,3600.0,4.0,300.0,Law College Road,4
5577,1756.0,3.0,100.0,Law College Road,3
5578,900.0,2.0,55.0,Law College Road,2
5579,914.0,2.0,47.0,Law College Road,2
5580,1614.0,3.0,110.0,Law College Road,3
5582,1232.0,2.0,69.61,Law College Road,2
5583,1995.0,3.0,135.0,Law College Road,3
5585,1945.0,3.0,120.0,Law College Road,3
5586,1035.0,2.0,38.3,Law College Road,2
5587,1012.0,2.0,54.59,Law College Road,2
5589,1130.0,2.0,40.0,Law College Road,2
5590,3500.0,4.0,300.0,Law College Road,4
5591,1300.0,2.0,90.87,Law College Road,2
5592,1105.0,2.0,46.37,Law College Road,2
5593,1125.0,2.0,61.2,Law College Road,2
5596,1152.0,2.0,65.0,Law College Road,2
5598,1100.0,2.0,43.0,Law College Road,2
5599,2400.0,4.0,147.0,Law College Road,4
5601,1800.0,3.0,140.0,Law College Road,3
5602,2062.0,3.0,150.0,Law College Road,4
5605,1418.0,2.0,105.0,Law College Road,2
5606,1156.0,2.0,42.0,Law College Road,2
5607,1180.0,1.0,50.0,Law College Road,2
5608,1200.0,2.0,42.6,Law College Road,2
5610,1100.0,2.0,55.0,Law College Road,2
5611,1410.0,2.0,75.0,Law College Road,2
5613,1985.0,3.0,130.0,Law College Road,3
5614,1830.0,4.0,135.0,Law College Road,3
5615,1831.0,3.0,110.0,Law College Road,3
5616,1200.0,4.0,86.0,Law College Road,4
5617,1320.0,2.0,99.26,Law College Road,2
5618,1163.0,2.0,62.0,Law College Road,3
5620,1147.0,2.0,60.0,Law College Road,2
5622,2274.24,4.0,160.0,Law College Road,3
5623,945.0,2.0,33.0,Law College Road,2
5624,800.0,3.0,59.5,Law College Road,2
5625,825.0,2.0,40.0,Law College Road,1
5626,1370.0,2.0,125.0,Law College Road,2
5627,2540.0,4.0,160.0,Law College Road,4
5628,1900.0,4.0,180.0,Law College Road,3
5629,1240.0,2.0,60.0,Law College Road,2
5630,1300.0,2.0,55.0,Law College Road,2
5631,1057.0,2.0,65.0,Law College Road,2
5632,1558.0,3.0,90.0,Law College Road,3
5635,1464.0,3.0,56.0,Law College Road,2
5637,1183.0,2.0,77.3,Law College Road,2
5638,3951.0,4.0,230.0,Law College Road,4
5639,1065.0,2.0,42.6,Law College Road,2
5641,5000.0,5.0,300.0,Law College Road,4
5642,1590.0,3.0,96.0,Law College Road,3
5643,2215.0,4.0,157.0,Law College Road,3
5644,1300.0,2.0,95.0,Law College Road,2
5645,720.0,1.0,32.39,Law College Road,1
5646,1348.0,2.0,100.0,Law College Road,2
5647,1012.0,2.0,70.0,Law College Road,2
5648,710.0,1.0,40.42,Law College Road,1
5649,1248.52,3.0,115.0,Law College Road,3
5650,1751.0,3.0,115.0,Law College Road,3
5651,3300.0,8.0,310.0,Law College Road,8
5652,1200.0,4.0,75.0,Law College Road,4
5653,1243.0,2.0,46.0,Law College Road,2
5657,1650.0,3.0,150.0,Law College Road,3
5658,1299.0,2.0,89.63,Law College Road,2
5659,1615.0,3.0,150.0,Law College Road,3
5660,1100.0,2.0,44.0,Law College Road,2
5661,883.0,2.0,39.0,Law College Road,2
5663,1200.0,2.0,66.0,Law College Road,3
5664,2206.0,4.0,180.0,Law College Road,3
5665,1245.0,2.0,59.0,Law College Road,2
5666,1175.0,2.0,60.0,Law College Road,2
5667,1310.0,2.0,62.0,Law College Road,2
5668,1015.0,2.0,60.0,Law College Road,2
5670,1828.0,3.0,110.0,Laxmi Road,3
5671,645.0,1.0,16.45,Laxmi Road,1
5676,1566.0,3.0,83.3,Laxmi Road,3
5677,918.0,2.0,52.0,Laxmi Road,2
5678,1225.0,2.0,67.38,Laxmi Road,2
5679,2689.0,6.0,220.0,Laxmi Road,4
5680,665.0,1.0,50.75,Laxmi Road,1
5684,1482.0,2.0,83.73,Laxmi Road,3
5686,1200.0,4.0,120.0,Laxmi Road,4
5688,2225.0,4.0,169.0,Laxmi Road,3
5689,1754.0,3.0,135.0,Laxmi Road,3
5690,1573.0,3.0,95.0,Laxmi Road,3
5692,4500.0,5.0,250.0,Laxmi Road,7
5693,3000.0,3.0,250.0,Laxmi Road,3
5694,2500.0,4.0,150.0,Laxmi Road,4
5696,1216.0,2.0,97.16,Laxmi Road,2
5697,2600.0,3.0,200.0,Laxmi Road,3
5698,1530.0,2.0,90.0,Laxmi Road,3
5702,1591.0,3.0,115.0,Laxmi Road,3
5705,1575.0,3.0,93.0,Laxmi Road,3
5712,1200.0,2.0,78.0,Laxmi Road,2
5714,1575.0,3.0,101.0,Laxmi Road,3
5715,615.0,1.0,24.0,Laxmi Road,1
5716,1200.0,2.0,65.0,Laxmi Road,2
5719,1030.0,2.0,80.0,Laxmi Road,2
5721,1652.5,3.0,90.0,Laxmi Road,3
5725,950.0,1.0,39.9,Laxmi Road,1
5726,1717.0,3.0,99.0,Laxmi Road,3
5727,1160.0,2.0,59.0,Laxmi Road,2
5729,2901.0,4.0,190.0,Laxmi Road,3
5730,1200.0,2.0,65.0,Laxmi Road,2
5731,940.0,2.0,54.0,Laxmi Road,2
5732,1412.0,2.0,88.0,Laxmi Road,3
5733,5924.0,4.0,625.0,Laxmi Road,4
5734,1614.0,3.0,95.0,Laxmi Road,3
5735,1484.0,3.0,74.18,Laxmi Road,3
5737,1374.0,3.0,72.0,Laxmi Road,3
5738,1634.0,3.0,111.0,Laxmi Road,3
5739,1100.0,2.0,85.0,Laxmi Road,2
5741,1367.0,2.0,86.0,Laxmi Road,2
5742,1466.0,3.0,77.59,Laxmi Road,3
5743,1200.0,2.0,66.0,Laxmi Road,3
5744,1804.0,3.0,150.0,Laxmi Road,3
5745,1320.0,2.0,91.0,Laxmi Road,2
5747,1007.0,2.0,53.0,Laxmi Road,2
5748,1800.0,6.0,68.0,Laxmi Road,6
5749,1350.0,2.0,130.0,Laxmi Road,3
5751,656.0,1.0,38.77,Laxmi Road,1
5754,1340.0,2.0,73.0,Laxmi Road,2
5758,1222.0,2.0,98.0,Laxmi Road,2
5760,2275.0,4.0,182.0,Laxmi Road,3
5761,936.0,1.0,53.0,Laxmi Road,1
5762,1230.0,2.0,66.25,Laxmi Road,2
5765,410.0,1.0,10.0,Laxmi Road,1
5768,1530.0,3.0,76.34,Laxmi Road,3
5769,625.0,1.0,43.68,Laxmi Road,1
5770,1827.0,3.0,97.0,Laxmi Road,3
5771,1322.0,2.0,77.9,Laxmi Road,2
5772,1343.0,2.0,76.0,Laxmi Road,2
5773,1180.0,2.0,85.0,Laxmi Road,2
5775,1410.5,2.0,70.385,Laxmi Road,3
5776,1500.0,3.0,100.0,Laxmi Road,3
5777,1676.0,3.0,92.13,Laxmi Road,3
5778,1770.0,3.0,99.0,Laxmi Road,3
5780,1181.0,2.0,61.0,Laxmi Road,2
5785,1670.0,3.0,99.0,Lulla Nagar,3
5787,1644.0,3.0,84.0,Lulla Nagar,3
5788,1200.0,2.0,79.0,Lulla Nagar,2
5790,1030.0,2.0,49.0,Lulla Nagar,2
5791,1153.0,2.0,57.0,Lulla Nagar,2
5792,2830.0,3.0,195.0,Lulla Nagar,4
5795,2144.0,3.0,135.0,Lulla Nagar,3
5798,628.0,1.0,24.0,Lulla Nagar,1
5800,3715.0,6.0,224.5,Lulla Nagar,4
5801,1724.0,3.0,127.0,Lulla Nagar,3
5802,1200.0,2.0,95.0,Lulla Nagar,2
5803,1206.0,2.0,56.0,Lulla Nagar,2
5804,1476.0,3.0,105.0,Lulla Nagar,3
5805,1200.0,2.0,80.0,Lulla Nagar,3
5807,1639.0,3.0,83.0,Lulla Nagar,3
5808,1255.0,2.0,92.0,Lulla Nagar,2
5810,871.0,2.0,55.0,Lulla Nagar,2
5811,1476.0,3.0,89.0,Lulla Nagar,3
5812,1700.0,3.0,120.0,Lulla Nagar,3
5813,1517.0,3.0,76.3,Lulla Nagar,3
5814,1372.0,2.0,90.0,Lulla Nagar,3
5815,1100.0,2.0,54.0,Lulla Nagar,2
5816,1241.0,2.0,82.0,Lulla Nagar,2
5817,1137.0,2.0,63.0,Lulla Nagar,2
5818,1680.0,3.0,120.0,Lulla Nagar,3
5820,1255.0,2.0,80.0,Lulla Nagar,2
5821,1965.0,4.0,125.0,Lulla Nagar,3
5822,1097.0,2.0,65.0,Lulla Nagar,2
5826,1785.0,3.0,118.0,Lulla Nagar,3
5830,650.0,1.0,25.0,Lulla Nagar,1
5831,1070.0,2.0,49.65,Lulla Nagar,2
5833,1020.0,2.0,62.0,Lulla Nagar,2
5834,1852.0,2.0,95.0,Lulla Nagar,3
5836,1435.0,3.0,73.0,Lulla Nagar,3
5837,1381.0,2.0,76.18,Lulla Nagar,3
5838,614.5,1.0,30.715,Lulla Nagar,1
5840,550.0,1.0,23.0,Lulla Nagar,1
5841,1060.0,2.0,49.27,Lulla Nagar,2
5842,1200.0,4.0,80.0,Lulla Nagar,3
5845,1322.0,2.0,80.0,Lulla Nagar,2
5847,435.0,1.0,21.0,Lulla Nagar,1
5849,1000.0,2.0,58.0,Lulla Nagar,2
5850,1564.0,3.0,105.0,Lulla Nagar,3
5852,1603.0,3.0,113.0,Lulla Nagar,3
5853,1125.0,2.0,55.0,Lulla Nagar,2
5854,1650.0,3.0,100.0,Lulla Nagar,3
5855,3181.0,2.0,229.0,Lulla Nagar,4
5856,1210.0,2.0,81.0,Lulla Nagar,3
5857,1255.0,2.0,57.5,Lulla Nagar,2
5858,1350.0,3.0,81.0,Lulla Nagar,3
5861,1073.0,2.0,52.36,Lulla Nagar,2
5864,1210.0,2.0,69.0,Lulla Nagar,2
5865,534.0,1.0,19.65,Lulla Nagar,1
5867,1050.0,2.0,49.5,Lulla Nagar,2
5869,1050.0,2.0,48.0,Lulla Nagar,2
5870,1830.0,3.0,133.0,Lulla Nagar,3
5872,1420.0,2.0,99.39,Lulla Nagar,2
5873,2800.0,5.0,220.0,Lulla Nagar,5
5874,1162.0,2.0,58.0,Lulla Nagar,2
5876,1277.0,2.0,92.0,Lulla Nagar,2
5877,1100.0,2.0,58.0,Lulla Nagar,2
5879,1765.0,3.0,118.0,Lulla Nagar,3
5880,3200.0,4.0,270.0,Lulla Nagar,4
5882,1933.0,3.0,140.0,Lulla Nagar,3
5883,1880.0,3.0,96.5,Lulla Nagar,3
5885,1056.0,2.0,75.0,Lulla Nagar,2
5886,1200.0,2.0,65.0,Lulla Nagar,2
5888,1724.0,3.0,128.0,Lulla Nagar,3
5889,1930.0,4.0,122.0,Lulla Nagar,3
5890,1000.0,1.0,60.0,Lulla Nagar,1
5892,1500.0,2.0,91.0,Lulla Nagar,2
5895,1154.0,2.0,57.0,Lulla Nagar,2
5896,1910.0,4.0,150.0,Lulla Nagar,3
5897,1309.0,2.0,69.5,Lulla Nagar,2
5898,1945.0,3.0,135.0,Lulla Nagar,3
5900,814.0,2.0,43.7,Lulla Nagar,2
5903,1285.0,2.0,72.5,Mahatma Gandhi Road,2
5904,1230.0,2.0,48.0,Mahatma Gandhi Road,2
5906,1222.0,2.0,45.0,Mahatma Gandhi Road,2
5907,1200.0,2.0,85.0,Mahatma Gandhi Road,2
5910,1800.0,3.0,110.0,Mahatma Gandhi Road,3
5911,1256.0,2.0,62.8,Mahatma Gandhi Road,2
5913,1500.0,2.0,100.0,Mahatma Gandhi Road,3
5914,850.0,2.0,25.0,Mahatma Gandhi Road,2
5915,1277.0,2.0,61.3,Mahatma Gandhi Road,2
5917,1670.0,3.0,91.86,Mahatma Gandhi Road,3
5918,900.0,2.0,55.0,Mahatma Gandhi Road,2
5919,1075.0,2.0,52.0,Mahatma Gandhi Road,2
5920,1901.0,3.0,119.0,Mahatma Gandhi Road,3
5921,1139.0,2.0,56.8,Mahatma Gandhi Road,2
5922,1804.0,3.0,102.0,Mahatma Gandhi Road,3
5923,1400.0,3.0,91.15,Mahatma Gandhi Road,4
5924,1917.0,3.0,122.0,Mahatma Gandhi Road,3
5925,1020.0,2.0,40.0,Mahatma Gandhi Road,2
5926,1200.0,2.0,65.0,Mahatma Gandhi Road,2
5928,1634.0,3.0,78.0,Mahatma Gandhi Road,3
5929,1220.0,3.0,62.0,Mahatma Gandhi Road,3
5931,3800.0,8.0,200.0,Mahatma Gandhi Road,6
5933,2400.0,3.0,149.0,Mahatma Gandhi Road,3
5934,1360.0,2.0,70.5,Mahatma Gandhi Road,3
5935,675.0,3.0,52.0,Mahatma Gandhi Road,2
5936,1200.0,2.0,55.0,Mahatma Gandhi Road,2
5937,1904.0,3.0,155.0,Mahatma Gandhi Road,3
5938,1300.0,2.0,70.0,Mahatma Gandhi Road,3
5939,850.0,2.0,35.0,Mahatma Gandhi Road,2
5940,1027.0,2.0,44.0,Mahatma Gandhi Road,2
5941,2000.0,4.0,180.0,Mahatma Gandhi Road,5
5942,4000.0,7.0,130.0,Mahatma Gandhi Road,7
5943,1180.0,2.0,60.0,Mahatma Gandhi Road,3
5944,300.0,1.0,20.0,Mahatma Gandhi Road,1
5945,1290.0,2.0,52.0,Mahatma Gandhi Road,2
5946,1120.0,2.0,40.0,Mahatma Gandhi Road,2
5947,1015.0,2.0,48.0,Mahatma Gandhi Road,2
5948,3752.5,2.0,177.115,Mahatma Gandhi Road,2
5949,600.0,2.0,35.0,Mahatma Gandhi Road,2
5950,1160.0,2.0,33.5,Mahatma Gandhi Road,2
5951,1762.0,3.0,112.0,Mahatma Gandhi Road,3
5952,1085.0,2.0,57.0,Mahatma Gandhi Road,2
5953,880.0,2.0,50.0,Mahatma Gandhi Road,2
5955,1300.0,2.0,60.0,Mahatma Gandhi Road,2
5956,1752.0,3.0,105.0,Mahatma Gandhi Road,3
5957,1100.0,2.0,58.0,Mahatma Gandhi Road,2
5958,2070.0,3.0,135.0,Mahatma Gandhi Road,3
5960,2173.0,3.0,128.0,Mahatma Gandhi Road,3
5961,1000.0,2.0,44.0,Mahatma Gandhi Road,2
5962,1160.0,2.0,36.54,Mahatma Gandhi Road,2
5963,1044.0,2.0,34.77,Mahatma Gandhi Road,2
5964,1196.0,2.0,57.9,Mahatma Gandhi Road,2
5968,1222.0,2.0,80.0,Mahatma Gandhi Road,2
5969,1917.0,3.0,132.0,Mahatma Gandhi Road,3
5970,1190.0,2.0,48.6,Mahatma Gandhi Road,2
5971,1610.0,2.0,115.0,Mahatma Gandhi Road,3
5972,1074.0,2.0,42.79,Mahatma Gandhi Road,2
5973,1836.0,3.0,125.0,Mahatma Gandhi Road,3
5974,1125.0,2.0,48.0,Mahatma Gandhi Road,2
5975,1054.0,2.0,53.0,Mahatma Gandhi Road,2
5976,3000.0,6.0,250.0,Mahatma Gandhi Road,6
5977,1225.0,2.0,62.0,Mahatma Gandhi Road,2
5979,965.0,2.0,37.15,Mahatma Gandhi Road,2
5981,1186.0,2.0,72.0,Mahatma Gandhi Road,2
5982,1843.0,3.0,87.54,Mahatma Gandhi Road,3
5983,780.0,2.0,31.0,Mahatma Gandhi Road,2
5984,1142.0,2.0,35.0,Mahatma Gandhi Road,2
5985,929.0,2.0,49.0,Mahatma Gandhi Road,2
5986,4278.0,7.0,299.0,Mahatma Gandhi Road,7
5987,1846.0,3.0,135.0,Mahatma Gandhi Road,3
5988,1060.0,2.0,48.66,Mahatma Gandhi Road,2
5989,1263.0,2.0,47.36,Mahatma Gandhi Road,2
5990,1200.0,2.0,54.0,Mahatma Gandhi Road,2
5992,1110.0,2.0,36.25,Mahatma Gandhi Road,2
5994,1082.0,2.0,64.0,Mahatma Gandhi Road,2
5997,1270.0,2.0,94.0,Mahatma Gandhi Road,2
5998,1246.0,2.0,67.5,Mahatma Gandhi Road,2
5999,1140.0,2.0,43.0,Mahatma Gandhi Road,2
6000,883.0,2.0,37.0,Mahatma Gandhi Road,2
6001,1755.0,3.0,117.0,Mahatma Gandhi Road,3
6002,1524.0,2.0,72.0,Mahatma Gandhi Road,3
6003,850.0,2.0,45.0,Mahatma Gandhi Road,2
6004,2257.0,3.0,155.0,Mahatma Gandhi Road,3
6005,1715.0,3.0,105.0,Mahatma Gandhi Road,3
6006,1065.0,2.0,46.0,Mahatma Gandhi Road,2
6007,1610.0,3.0,78.5,Mahatma Gandhi Road,3
6008,1090.0,2.0,46.0,Mahatma Gandhi Road,2
6009,1950.0,3.0,132.0,Mahatma Gandhi Road,3
6012,3500.0,3.0,275.0,Mahatma Gandhi Road,3
6013,1454.0,3.0,71.5,Mahatma Gandhi Road,3
6014,1185.0,2.0,75.0,Mangalwar peth,2
6015,1200.0,3.0,90.0,Mangalwar peth,3
6018,1170.0,2.0,66.0,Mangalwar peth,3
6019,1375.0,3.0,70.0,Mangalwar peth,3
6020,1200.0,3.0,85.0,Mangalwar peth,4
6023,2268.0,3.0,163.0,Mangalwar peth,4
6025,1535.0,3.0,85.0,Mangalwar peth,3
6027,1197.0,2.0,84.0,Mangalwar peth,2
6030,1632.0,3.0,145.0,Mangalwar peth,4
6031,1200.0,3.0,95.0,Mangalwar peth,3
6033,825.0,1.0,45.0,Mangalwar peth,1
6034,1819.0,3.0,100.0,Mangalwar peth,3
6040,606.0,1.0,34.78,Mangalwar peth,1
6041,1400.0,2.0,100.0,Mangalwar peth,2
6042,1950.0,3.0,130.0,Mangalwar peth,3
6043,1290.0,2.0,87.0,Mangalwar peth,2
6044,1615.0,3.0,89.75,Mangalwar peth,3
6045,3895.0,4.0,220.0,Mangalwar peth,4
6047,4000.0,4.0,220.0,Mangalwar peth,4
6048,1374.0,2.0,70.0,Mangalwar peth,3
6049,1055.0,2.0,57.63,Mangalwar peth,2
6052,1715.0,3.0,115.0,Mangalwar peth,3
6054,1500.0,2.0,120.0,Mangalwar peth,3
6056,1645.0,3.0,120.0,Mangalwar peth,3
6057,715.0,1.0,29.0,Mangalwar peth,1
6058,1751.0,2.0,115.0,Mangalwar peth,3
6062,1150.0,2.0,60.0,Mangalwar peth,3
6064,3563.0,6.0,310.0,Mangalwar peth,4
6066,1620.0,3.0,130.0,Mangalwar peth,3
6067,905.0,1.0,50.0,Mangalwar peth,1
6072,1200.0,1.0,48.0,Mangalwar peth,1
6073,1000.0,2.0,61.0,Mangalwar peth,2
6074,1200.0,2.0,75.0,Mangalwar peth,2
6076,1299.0,2.0,100.0,Mangalwar peth,2
6077,1500.0,2.0,77.5,Mangalwar peth,3
6081,750.0,2.0,58.0,Mangalwar peth,2
6082,2280.0,4.0,184.0,Mangalwar peth,3
6083,1520.0,2.0,85.0,Mangalwar peth,3
6084,670.0,1.0,50.0,Mangalwar peth,1
6087,1568.0,2.0,100.0,Mangalwar peth,3
6090,1200.0,3.0,72.0,Mangalwar peth,3
6092,2254.0,3.0,170.0,Mangalwar peth,3
6093,1810.0,3.0,100.0,Mangalwar peth,3
6096,1050.0,2.0,68.0,Mangalwar peth,2
6097,1806.0,1.0,150.0,Mangalwar peth,1
6099,700.0,1.0,41.0,Mangalwar peth,2
6100,2087.01,4.0,135.0,Mangalwar peth,3
6110,1431.0,3.0,85.0,Mangalwar peth,3
6113,1200.0,2.0,78.0,Mangalwar peth,2
6117,1300.0,2.0,95.0,Mangalwar peth,2
6118,1200.0,3.0,74.52,Mangalwar peth,3
6120,1718.0,3.0,90.2,Mangalwar peth,3
6121,1635.0,3.0,85.0,Mangalwar peth,3
6123,550.0,1.0,16.75,Mangalwar peth,1
6125,2236.0,4.0,153.0,Mangalwar peth,4
6128,3206.0,5.0,270.0,Mangalwar peth,4
6129,1294.0,2.0,115.0,Mangalwar peth,2
6131,1724.0,3.0,125.0,Mangalwar peth,3
6132,1348.0,2.0,80.5,Mangalwar peth,3
6133,2700.0,3.0,230.0,Mangalwar peth,4
6137,1710.0,4.0,91.31,Manik Bagh,3
6139,1325.0,2.0,76.0,Manik Bagh,2
6140,708.0,1.0,40.0,Manik Bagh,2
6141,1050.0,1.0,56.0,Manik Bagh,2
6142,1590.0,2.0,125.0,Manik Bagh,3
6145,1639.0,3.0,110.0,Manik Bagh,3
6146,1500.0,3.0,100.0,Manik Bagh,3
6147,3356.0,4.0,251.0,Manik Bagh,4
6148,1765.0,3.0,125.0,Manik Bagh,3
6150,665.0,2.0,28.585,Manik Bagh,1
6152,1041.0,2.0,65.5,Manik Bagh,2
6155,1767.0,3.0,98.0,Manik Bagh,3
6159,1100.0,2.0,61.0,Manik Bagh,2
6162,1178.0,2.0,73.0,Manik Bagh,2
6164,1950.0,3.0,131.0,Manik Bagh,3
6165,2340.0,4.0,148.0,Manik Bagh,4
6166,1700.0,3.0,155.0,Manik Bagh,3
6167,1918.0,3.0,129.0,Manik Bagh,3
6168,2830.0,5.0,160.0,Manik Bagh,4
6171,1200.0,2.0,75.0,Manik Bagh,2
6174,4000.0,3.0,235.0,Manik Bagh,3
6175,1235.0,2.0,63.0,Manik Bagh,2
6176,1230.0,2.0,94.5,Manik Bagh,2
6177,1846.0,3.0,155.0,Manik Bagh,3
6181,1255.0,2.0,90.0,Manik Bagh,3
6182,2000.0,6.0,85.0,Manik Bagh,6
6183,1862.0,3.0,125.0,Manik Bagh,3
6184,1685.0,3.0,95.0,Manik Bagh,3
6185,1650.0,3.0,84.0,Manik Bagh,3
6190,957.0,2.0,52.5,Manik Bagh,2
6193,1750.0,3.0,130.0,Manik Bagh,3
6194,1890.0,2.0,100.0,Manik Bagh,3
6195,1240.0,2.0,65.0,Manik Bagh,3
6196,552.0,1.0,23.5,Manik Bagh,1
6199,525.0,1.0,26.25,Manik Bagh,1
6200,1864.0,3.0,105.0,Manik Bagh,4
6201,2850.0,5.0,240.0,Manik Bagh,4
6202,1890.0,4.0,100.0,Manik Bagh,3
6203,950.0,2.0,58.11,Manik Bagh,2
6204,4920.0,4.0,393.5,Manik Bagh,4
6206,1200.0,2.0,68.0,Manik Bagh,2
6207,645.0,1.0,34.18,Manik Bagh,1
6210,662.0,1.0,45.0,Manik Bagh,1
6212,1691.0,3.0,120.0,Manik Bagh,3
6213,1350.0,2.0,99.0,Manik Bagh,2
6214,1740.0,3.0,95.0,Manik Bagh,3
6215,1161.0,2.0,59.0,Manik Bagh,2
6216,1535.0,3.0,85.0,Manik Bagh,3
6217,1186.0,2.0,76.0,Manik Bagh,2
6221,1300.0,2.0,100.0,Manik Bagh,2
6223,1167.0,2.0,64.08,Manik Bagh,2
6224,1170.0,2.0,65.0,Manik Bagh,2
6226,1153.0,2.0,60.0,Manik Bagh,2
6230,1250.0,2.0,93.0,Manik Bagh,2
6231,610.0,1.0,28.0,Manik Bagh,1
